provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
131023,"Pembroke Telephone Company, Inc.",50,Fiber to the Premises,6977,7598,6977,7598
131024,Pembroke Telephone Cooperative,10,Copper,2533,2795,2533,2795
131024,Pembroke Telephone Cooperative,50,Fiber to the Premises,1154,1249,1154,1249
131025,"Penasco Valley Telephone Cooperative, Inc.",10,Copper,3560,4155,3560,4155
131025,"Penasco Valley Telephone Cooperative, Inc.",40,Cable,9163,10503,9163,10503
131025,"Penasco Valley Telephone Cooperative, Inc.",50,Fiber to the Premises,1302,1881,1302,1881
131025,"Penasco Valley Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,9594,11657,9594,11657
131026,"Pencor Services, Inc.",10,Copper,4520,4912,4520,4912
131026,"Pencor Services, Inc.",40,Cable,235598,271186,658376,822941
131026,"Pencor Services, Inc.",50,Fiber to the Premises,15179,17789,16393,19075
131027,Pennsylvania Telephone Company,10,Copper,395,438,114,143
131027,Pennsylvania Telephone Company,50,Fiber to the Premises,764,905,208,283
131029,"Peoples Rural Telephone Cooperative Corporation, Inc.",50,Fiber to the Premises,15872,16475,15872,16475
131030,"Peoples Telecommunications, LLC",10,Copper,226,227,226,227
131030,"Peoples Telecommunications, LLC",50,Fiber to the Premises,4048,4330,4048,4330
131031,Peoples Telephone Cooperative,10,Copper,19031,20936,19031,20936
131031,Peoples Telephone Cooperative,50,Fiber to the Premises,41987,49452,71400,84985
131031,Peoples Telephone Cooperative,70,Unlicensed Fixed Wireless,63686,72992,63686,72992
131031,Peoples Telephone Cooperative,71,Licensed Fixed Wireless,126125,146587,126125,146587
131032,"Perry-Spencer Rural Telephone Cooperative, Inc.",10,Copper,192,208,192,208
131032,"Perry-Spencer Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,24908,26884,24908,26884
131034,Phillips County Telephone Company,40,Cable,1662,1925,1662,1925
131034,Phillips County Telephone Company,50,Fiber to the Premises,2771,3094,2771,3094
131034,Phillips County Telephone Company,71,Licensed Fixed Wireless,75,75,75,75
131034,Phillips County Telephone Company,72,LBR Fixed Wireless,672,681,672,681
131036,"Piedmont Rural Telephone Cooperative, Inc.",10,Copper,4722,6148,4722,6148
131036,"Piedmont Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,15728,19760,15728,19760
131037,"Pierce Telecommunications, Inc.",10,Copper,1743,1766,1743,1766
131037,"Pierce Telecommunications, Inc.",50,Fiber to the Premises,598,684,598,684
131038,Pine Belt Communications Co. Inc.,0,Other,0,0,1,2
131038,Pine Belt Communications Co. Inc.,40,Cable,2906,3567,2906,3567
131038,Pine Belt Communications Co. Inc.,50,Fiber to the Premises,4441,5319,4441,5319
131039,Pine Telephone Company,10,Copper,147,156,147,156
131039,Pine Telephone Company,50,Fiber to the Premises,19143,21263,19143,21263
131039,Pine Telephone Company,71,Licensed Fixed Wireless,39444,43672,39444,43672
131041,"Pineland Telephone Cooperative, Inc.",50,Fiber to the Premises,27568,31948,29455,34359
131042,Town of Pineville,10,Copper,585,2143,585,2143
131042,Town of Pineville,50,Fiber to the Premises,2352,2946,2352,2946
131043,"Pinpoint Holdings, Inc.",10,Copper,194,293,194,293
131043,"Pinpoint Holdings, Inc.",40,Cable,304,334,304,334
131043,"Pinpoint Holdings, Inc.",50,Fiber to the Premises,15814,17197,15814,17197
131043,"Pinpoint Holdings, Inc.",70,Unlicensed Fixed Wireless,217,223,217,223
131044,"Pioneer Telephone Association, Inc.",10,Copper,3824,4026,3824,4026
131044,"Pioneer Telephone Association, Inc.",40,Cable,5898,6290,5898,6290
131044,"Pioneer Telephone Association, Inc.",50,Fiber to the Premises,7993,9065,7993,9065
131045,Pioneer Telephone Cooperative (OK),10,Copper,60171,63557,60171,63557
131045,Pioneer Telephone Cooperative (OK),50,Fiber to the Premises,48725,55050,50211,56866
131045,Pioneer Telephone Cooperative (OK),70,Unlicensed Fixed Wireless,333,345,333,345
131046,Pioneer Telephone Cooperative (OR),10,Copper,11931,12992,11931,12992
131046,Pioneer Telephone Cooperative (OR),50,Fiber to the Premises,3256,4340,3256,4340
131047,Pioneer Telephone Holding Company,50,Fiber to the Premises,541,551,98,105
131049,"Plains Cooperative Telephone Association, Inc.",50,Fiber to the Premises,4080,4239,4080,4239
131050,Plainview Telephone Company Inc.,50,Fiber to the Premises,1307,1314,1307,1314
131050,Plainview Telephone Company Inc.,70,Unlicensed Fixed Wireless,300,302,300,302
131051,Plant Telephone Company,10,Copper,3112,3710,3112,3710
131051,Plant Telephone Company,40,Cable,7898,10979,7898,10979
131051,Plant Telephone Company,50,Fiber to the Premises,11883,13467,11883,13467
131052,"Planters Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,18497,21040,1056,1607
131055,"Poka Lambro Telephone Cooperative, Inc.",50,Fiber to the Premises,16843,19134,16843,19134
131055,"Poka Lambro Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,221,256,221,256
131055,"Poka Lambro Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,6718,7280,6718,7280
131056,Polar Communication Mutual Aid Corporation,50,Fiber to the Premises,16811,18830,16811,18830
131057,"Ponderosa Communications, Inc.",10,Copper,12733,14130,12733,14130
131057,"Ponderosa Communications, Inc.",50,Fiber to the Premises,3047,3409,3047,3409
131057,"Ponderosa Communications, Inc.",70,Unlicensed Fixed Wireless,2713,2877,2713,2877
131060,"TPC ACC Acquisition, LLC",10,Copper,8,8,3,3
131060,"TPC ACC Acquisition, LLC",40,Cable,13878,40407,507,6992
131060,"TPC ACC Acquisition, LLC",50,Fiber to the Premises,27963,48709,387,5065
131071,Preston Telephone Company,50,Fiber to the Premises,1446,1524,1446,1524
131073,"Progressive Rural Telephone Co-Op., Inc.",50,Fiber to the Premises,8601,9056,8601,9056
131074,"Progressive Voice & Data, Inc.",10,Copper,5,5,5,5
131074,"Progressive Voice & Data, Inc.",50,Fiber to the Premises,1449,1549,1449,1549
131075,"Project Mutual Telephone Cooperative Association, Inc.",10,Copper,10049,12257,10049,12257
131075,"Project Mutual Telephone Cooperative Association, Inc.",50,Fiber to the Premises,8632,10542,8632,10542
131075,"Project Mutual Telephone Cooperative Association, Inc.",71,Licensed Fixed Wireless,69,77,69,77
131076,"Public Service Communications, Inc.",10,Copper,4115,4312,4115,4312
131076,"Public Service Communications, Inc.",40,Cable,12100,13309,12100,13309
131076,"Public Service Communications, Inc.",50,Fiber to the Premises,9536,10188,9536,10188
131076,"Public Service Communications, Inc.",71,Licensed Fixed Wireless,51950,69815,51950,69815
131078,"Pulaski White Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,8890,9397,8890,9397
131081,"Metronet Holdings, LLC",50,Fiber to the Premises,1369190,1623496,1369190,1623496
131085,"Radcliffe Telephone Company, Inc.",50,Fiber to the Premises,680,702,680,702
131086,"Ragland Telephone Co., Inc.",10,Copper,1771,1947,1771,1947
131086,"Ragland Telephone Co., Inc.",50,Fiber to the Premises,1156,1285,1156,1285
131087,"Rainbow Telecommunications Association, Inc.",40,Cable,6931,7725,6931,7725
131087,"Rainbow Telecommunications Association, Inc.",50,Fiber to the Premises,7325,8210,7326,8211
131089,Randolph Telephone Membership Corporation,10,Copper,9703,10167,9703,10167
131089,Randolph Telephone Membership Corporation,50,Fiber to the Premises,27721,29526,27721,29526
131090,"Range Telephone Cooperative, Inc.",10,Copper,11599,13131,11599,13131
131090,"Range Telephone Cooperative, Inc.",50,Fiber to the Premises,14059,16079,14059,16079
131090,"Range Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,8899,10521,8899,10521
131090,"Range Telephone Cooperative, Inc.",72,LBR Fixed Wireless,7580,9341,7580,9341
131096,Readlyn Telephone Company,50,Fiber to the Premises,970,998,970,998
131096,Readlyn Telephone Company,70,Unlicensed Fixed Wireless,5,5,5,5
131097,Red River Rural Telephone Association,10,Copper,3,7,3,7
131097,Red River Rural Telephone Association,50,Fiber to the Premises,10054,12146,10054,12146
131097,Red River Rural Telephone Association,70,Unlicensed Fixed Wireless,915,1120,915,1120
131097,Red River Rural Telephone Association,71,Licensed Fixed Wireless,6210,8370,6210,8370
131097,Red River Rural Telephone Association,72,LBR Fixed Wireless,5765,7900,5765,7900
131100,Reedsburg Utility Commission,50,Fiber to the Premises,10993,14158,10993,14158
131102,Reservation Telephone Cooperative,10,Copper,904,925,904,925
131102,Reservation Telephone Cooperative,50,Fiber to the Premises,20602,27026,20602,27026
131103,"Reserve Holdings, Inc.",40,Cable,34563,42682,34563,42682
131103,"Reserve Holdings, Inc.",50,Fiber to the Premises,18,18,18,18
131106,Reynolds Telephone Company,50,Fiber to the Premises,1820,1978,1820,1978
131106,Reynolds Telephone Company,70,Unlicensed Fixed Wireless,166,192,166,192
131108,"Smithville Holding Company, Inc.",10,Copper,10480,11069,1897,2445
131108,"Smithville Holding Company, Inc.",50,Fiber to the Premises,27809,32636,3120,5815
131109,"Richland-Grant Telephone Cooperative, Inc.",10,Copper,1496,1857,190,519
131109,"Richland-Grant Telephone Cooperative, Inc.",50,Fiber to the Premises,6069,8180,2506,3841
131113,Ringgold Telephone Company,10,Copper,5173,6270,5173,6270
131113,Ringgold Telephone Company,50,Fiber to the Premises,10023,11765,10023,11765
131114,Ringsted Telephone Company,10,Copper,525,534,525,534
131114,Ringsted Telephone Company,50,Fiber to the Premises,1631,1662,1631,1662
131116,River Valley Telecommunications Cooperative,50,Fiber to the Premises,1974,2063,1974,2063
131116,River Valley Telecommunications Cooperative,71,Licensed Fixed Wireless,6508,6788,6508,6788
131117,"Riviera Telephone Company, Inc.",10,Copper,1361,1541,1361,1541
131117,"Riviera Telephone Company, Inc.",50,Fiber to the Premises,453,515,453,515
131117,"Riviera Telephone Company, Inc.",70,Unlicensed Fixed Wireless,5346,7158,5346,7158
131117,"Riviera Telephone Company, Inc.",72,LBR Fixed Wireless,8255,11098,8255,11098
131118,RJB Telecommunications Corp.,40,Cable,8451,9640,8451,9640
131118,RJB Telecommunications Corp.,50,Fiber to the Premises,3822,4405,3822,4405
131122,Roberts County Telephone Cooperative Association,50,Fiber to the Premises,3887,4199,3887,4199
131122,Roberts County Telephone Cooperative Association,72,LBR Fixed Wireless,16,16,16,16
131123,Robinson Communications Corporation,10,Copper,1286,1440,1286,1440
131123,Robinson Communications Corporation,50,Fiber to the Premises,522,569,522,569
131124,"Rochester Telephone Company, Inc.",50,Fiber to the Premises,18919,19879,18919,19879
131124,"Rochester Telephone Company, Inc.",70,Unlicensed Fixed Wireless,8333,8573,0,0
131124,"Rochester Telephone Company, Inc.",72,LBR Fixed Wireless,14539,14965,0,0
131125,"Comporium, Inc.",10,Copper,14767,16551,14767,16551
131125,"Comporium, Inc.",40,Cable,104344,132876,104344,132876
131125,"Comporium, Inc.",50,Fiber to the Premises,80322,94795,80322,94795
131126,Rock Port Telephone Company,10,Copper,1083,1134,1083,1134
131126,Rock Port Telephone Company,40,Cable,2466,2526,2466,2526
131126,Rock Port Telephone Company,50,Fiber to the Premises,3386,3497,3386,3497
131126,Rock Port Telephone Company,70,Unlicensed Fixed Wireless,5220,5350,5220,5350
131127,Rockwell Cooperative Telephone Association,50,Fiber to the Premises,2310,2461,2310,2461
131128,Roggen Telephone Cooperative Company,50,Fiber to the Premises,460,463,460,463
131128,Roggen Telephone Cooperative Company,70,Unlicensed Fixed Wireless,4936,5166,4936,5166
131129,"CommunityTel, Inc.",10,Copper,1950,2800,1950,2800
131129,"CommunityTel, Inc.",40,Cable,4840,6141,4840,6141
131129,"CommunityTel, Inc.",50,Fiber to the Premises,10173,16737,10177,16743
131129,"CommunityTel, Inc.",70,Unlicensed Fixed Wireless,7900,10467,7900,10467
131130,Roome Telecommunications Inc.,10,Copper,652,691,652,691
131130,Roome Telecommunications Inc.,40,Cable,331,358,331,358
131130,Roome Telecommunications Inc.,50,Fiber to the Premises,5,5,5,5
131131,"Roosevelt County Rural Telephone Cooperative, Inc.",10,Copper,58,101,58,101
131131,"Roosevelt County Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,8943,10024,8943,10024
131131,"Roosevelt County Rural Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,453,562,453,562
131135,Royal Telephone Company,50,Fiber to the Premises,638,655,638,655
131139,Runestone Telephone Association,10,Copper,519,584,519,584
131139,Runestone Telephone Association,50,Fiber to the Premises,9096,9792,9096,9792
131139,Runestone Telephone Association,70,Unlicensed Fixed Wireless,138,147,138,147
131141,Rural Telephone Service Company,10,Copper,9,9,9,9
131141,Rural Telephone Service Company,50,Fiber to the Premises,48824,55045,53749,61835
131141,Rural Telephone Service Company,70,Unlicensed Fixed Wireless,26933,29824,26933,29824
131141,Rural Telephone Service Company,71,Licensed Fixed Wireless,8686,9990,8686,9990
131141,Rural Telephone Service Company,72,LBR Fixed Wireless,33818,38914,33818,38914
131145,S&T Telephone Cooperative Association,40,Cable,5162,6318,5162,6318
131145,S&T Telephone Cooperative Association,50,Fiber to the Premises,4697,4909,4697,4909
131145,S&T Telephone Cooperative Association,70,Unlicensed Fixed Wireless,28580,33573,28580,33573
131145,S&T Telephone Cooperative Association,72,LBR Fixed Wireless,19790,23578,19790,23578
131146,Sac County Mutual Telephone Company,50,Fiber to the Premises,1191,1218,1191,1218
131148,Saddleback Communications Inc.,10,Copper,546,1632,546,1632
131148,Saddleback Communications Inc.,50,Fiber to the Premises,1288,1892,1288,1892
131152,Salina Spavinaw Telephone Company Inc.,10,Copper,1573,1747,389,561
131152,Salina Spavinaw Telephone Company Inc.,50,Fiber to the Premises,6141,6787,1504,1999
131157,Sand Creek Communications Company,50,Fiber to the Premises,1346,1363,100,114
131158,"Sandhill Telephone Cooperative, Inc.",10,Copper,6439,7379,1306,1912
131158,"Sandhill Telephone Cooperative, Inc.",40,Cable,5632,8799,3076,5448
131158,"Sandhill Telephone Cooperative, Inc.",50,Fiber to the Premises,13899,17851,4838,7554
131161,"Waimana Enterprises, Inc.",10,Copper,251,267,31,33
131161,"Waimana Enterprises, Inc.",50,Fiber to the Premises,304,333,28,71
131162,"Santa Rosa Telephone Cooperative, Inc.",10,Copper,7420,7918,7420,7918
131162,"Santa Rosa Telephone Cooperative, Inc.",50,Fiber to the Premises,25704,29320,25704,29320
131163,Santel Communications Cooperative,50,Fiber to the Premises,8721,9362,8721,9362
131165,Scatter Creek Ltd.,10,Copper,5160,5419,5160,5419
131165,Scatter Creek Ltd.,50,Fiber to the Premises,1558,1701,1558,1701
131166,Schaller Telephone Company,10,Copper,203,207,203,207
131166,Schaller Telephone Company,50,Fiber to the Premises,1897,1958,1897,1958
131167,"Schurz Communications, Inc.",40,Cable,88806,104636,88864,104794
131167,"Schurz Communications, Inc.",50,Fiber to the Premises,23832,45925,23969,46185
131168,Scio Mutual Telephone Association,50,Fiber to the Premises,2153,2219,2151,2217
131169,Cypress Break,10,Copper,341,342,341,342
131170,Scott County Telephone Cooperative,10,Copper,426,485,426,485
131170,Scott County Telephone Cooperative,50,Fiber to the Premises,45661,52879,45661,52879
131171,Scranton Telephone Company,50,Fiber to the Premises,540,553,540,553
131172,Searsboro Telephone Company,50,Fiber to the Premises,187,193,11,11
131173,Sebastian Enterprises,10,Copper,8671,10032,8671,10032
131173,Sebastian Enterprises,50,Fiber to the Premises,7260,8213,7260,8213
131175,Selectronics Corporation,10,Copper,11397,14107,11397,14107
131175,Selectronics Corporation,40,Cable,73,117,73,117
131175,Selectronics Corporation,50,Fiber to the Premises,5733,7415,5733,7415
131179,Sharon Telephone Company (IL & WI),10,Copper,1152,1453,1152,1453
131179,Sharon Telephone Company (IL & WI),50,Fiber to the Premises,1438,1845,1438,1845
131180,"Shawnee Communications, Inc.",50,Fiber to the Premises,9656,10147,9656,10147
131180,"Shawnee Communications, Inc.",70,Unlicensed Fixed Wireless,1268,1421,1268,1421
131180,"Shawnee Communications, Inc.",72,LBR Fixed Wireless,1258,1367,1258,1367
131181,Shenandoah Telecommunications Company,10,Copper,7030,7441,7030,7441
131181,Shenandoah Telecommunications Company,40,Cable,167810,195961,167810,195961
131181,Shenandoah Telecommunications Company,50,Fiber to the Premises,214842,251688,216068,255798
131183,"Sherwood Mutual Telephone Association, Inc.",50,Fiber to the Premises,4522,4854,667,954
131186,Sierra Tel Communications Group,10,Copper,14199,15381,14199,15381
131186,Sierra Tel Communications Group,50,Fiber to the Premises,400,642,400,642
131190,"Horizon Communications, Inc.",10,Copper,13233,14599,12238,13566
131190,"Horizon Communications, Inc.",50,Fiber to the Premises,24581,32401,24581,32401
131190,"Horizon Communications, Inc.",70,Unlicensed Fixed Wireless,3127,3342,3127,3342
131191,"Simply Bits, LLC",70,Unlicensed Fixed Wireless,339250,487239,339250,487239
131191,"Simply Bits, LLC",72,LBR Fixed Wireless,76911,108923,76911,108923
131194,"Siren Telephone Company, Inc.",10,Copper,377,438,377,438
131194,"Siren Telephone Company, Inc.",50,Fiber to the Premises,9614,10876,9614,10876
131195,"Siskiyou Communications, Inc.",10,Copper,1252,1387,1252,1387
131195,"Siskiyou Communications, Inc.",50,Fiber to the Premises,2717,3008,2717,3008
131197,Sjoberg's Inc.,40,Cable,10077,12410,10077,12410
131197,Sjoberg's Inc.,50,Fiber to the Premises,3824,5087,3825,5088
131199,Skyline Telephone Membership Corporation,10,Copper,32341,38327,32341,38327
131199,Skyline Telephone Membership Corporation,50,Fiber to the Premises,52904,63219,52904,63219
131206,"Smartcom Telephone, LLC",50,Fiber to the Premises,16793,26697,16896,27000
131207,"SmarterBroadband, Inc.",70,Unlicensed Fixed Wireless,45129,55309,45129,55309
131207,"SmarterBroadband, Inc.",71,Licensed Fixed Wireless,36182,46108,36182,46108
131208,"Smith Bagley, Inc.",70,Unlicensed Fixed Wireless,42399,49740,42400,49741
131208,"Smith Bagley, Inc.",71,Licensed Fixed Wireless,1,1,57,312
131211,"Consolidated Companies, Inc.",10,Copper,1609,1652,348,385
131211,"Consolidated Companies, Inc.",50,Fiber to the Premises,4140,4276,841,973
131214,South Arkansas Telephone Co.,10,Copper,1186,1261,1186,1261
131214,South Arkansas Telephone Co.,50,Fiber to the Premises,5189,5540,22045,26925
131216,South Central Rural Telecommunications Cooperative Inc.,10,Copper,7947,9140,7947,9140
131216,South Central Rural Telecommunications Cooperative Inc.,50,Fiber to the Premises,27689,31111,27689,31111
131218,"South Central Telephone Association, Inc.",50,Fiber to the Premises,8167,8569,8167,8569
131219,"South Central Utah Telephone Association, Inc.",10,Copper,4145,4281,617,669
131219,"South Central Utah Telephone Association, Inc.",40,Cable,7452,8723,902,1286
131219,"South Central Utah Telephone Association, Inc.",50,Fiber to the Premises,26914,31418,4461,6835
131219,"South Central Utah Telephone Association, Inc.",70,Unlicensed Fixed Wireless,1454,1575,198,238
131221,"South Plains Telephone Cooperative, Inc.",50,Fiber to the Premises,7180,7640,7180,7640
131222,"South Slope Cooperative Telephone Company, Inc.",10,Copper,1783,2270,1783,2270
131222,"South Slope Cooperative Telephone Company, Inc.",50,Fiber to the Premises,21483,30831,21483,30831
131223,"Southeast Nebraska Communications, Inc.",50,Fiber to the Premises,4172,4284,4172,4284
131225,Southeastern Indiana Rural Telephone Cooperative,10,Copper,1240,1620,1240,1620
131225,Southeastern Indiana Rural Telephone Cooperative,50,Fiber to the Premises,7188,7564,7188,7564
131226,American Broadband Holding Company,10,Copper,26184,29869,7325,9427
131226,American Broadband Holding Company,40,Cable,8128,9176,2128,2819
131226,American Broadband Holding Company,50,Fiber to the Premises,63304,77666,7786,13434
131226,American Broadband Holding Company,70,Unlicensed Fixed Wireless,3160,3446,956,1094
131231,Southern Montana Telephone Company,50,Fiber to the Premises,1218,1281,1218,1281
131232,"Southwest Arkansas Telephone Cooperative, Inc.",10,Copper,395,404,395,404
131232,"Southwest Arkansas Telephone Cooperative, Inc.",50,Fiber to the Premises,7893,8277,7893,8277
131234,"Southwest Texas Telcom, Inc.",10,Copper,3108,3143,3108,3143
131234,"Southwest Texas Telcom, Inc.",50,Fiber to the Premises,1521,1608,1521,1608
131234,"Southwest Texas Telcom, Inc.",70,Unlicensed Fixed Wireless,98,98,98,98
131239,Spencer Municipal Communications Utility,50,Fiber to the Premises,4658,5917,720,1217
131240,Spring Grove Communications,50,Fiber to the Premises,1327,1405,1327,1405
131241,"Spring Valley Telephone Company, Inc.",40,Cable,386,473,386,473
131241,"Spring Valley Telephone Company, Inc.",50,Fiber to the Premises,1083,1267,1083,1267
131242,"Springcom, Inc.",10,Copper,2321,2552,2085,2281
131242,"Springcom, Inc.",40,Cable,2057,2250,1939,2131
131242,"Springcom, Inc.",50,Fiber to the Premises,589,626,549,586
131243,"Springville Cooperative Telephone Association, Inc.",10,Copper,681,893,681,893
131243,"Springville Cooperative Telephone Association, Inc.",50,Fiber to the Premises,1000,1214,1000,1214
131245,"Spruce Knob Seneca Rocks Telephone, Inc.",50,Fiber to the Premises,4334,4381,4334,4381
131246,"SRT Communications, Inc.",10,Copper,3323,3778,3323,3778
131246,"SRT Communications, Inc.",50,Fiber to the Premises,27521,36094,27521,36094
131247,"St. John Telephone, Inc.",40,Cable,187,193,187,193
131247,"St. John Telephone, Inc.",50,Fiber to the Premises,2368,2976,2368,2976
131248,St. Paul Cooperative Telephone Association,10,Copper,37,38,34,35
131248,St. Paul Cooperative Telephone Association,50,Fiber to the Premises,276,294,165,185
131249,"Standard Tobacco Company, Inc.",40,Cable,7110,8454,7110,8454
131250,"Stanton Telecom, Inc.",50,Fiber to the Premises,1253,1320,1253,1320
131250,"Stanton Telecom, Inc.",70,Unlicensed Fixed Wireless,900,935,900,935
131252,Star Telephone Membership Corporation,10,Copper,22958,24109,22958,24109
131252,Star Telephone Membership Corporation,50,Fiber to the Premises,19946,21054,19946,21054
131255,"StarVision, Inc.",50,Fiber to the Premises,10135,10638,10135,10638
131257,"State Telephone Company, Inc.",10,Copper,1637,2155,1637,2155
131257,"State Telephone Company, Inc.",50,Fiber to the Premises,6216,7629,6216,7629
131259,Stayton Cooperative Telephone Company,10,Copper,1447,1736,1447,1736
131259,Stayton Cooperative Telephone Company,50,Fiber to the Premises,6503,7405,6503,7405
131260,"Steelville Telephone Exchange, Inc.",10,Copper,2326,2376,160,192
131260,"Steelville Telephone Exchange, Inc.",50,Fiber to the Premises,2441,2575,355,426
131261,Stelle Telephone Company,70,Unlicensed Fixed Wireless,52,55,52,55
131265,Stoneham Cooperative Telephone Corporation,50,Fiber to the Premises,126,127,126,127
131267,Stratford Mutual Telephone Company,40,Cable,1719,1833,1719,1833
131267,Stratford Mutual Telephone Company,50,Fiber to the Premises,2836,3291,2836,3291
131272,"Sunflower Enterprises, Inc.",10,Copper,372,484,372,484
131272,"Sunflower Enterprises, Inc.",50,Fiber to the Premises,796,1069,796,1069
131276,Superior Telephone Cooperative,50,Fiber to the Premises,192,195,192,195
131283,Surry Telephone Membership Corporation,10,Copper,17789,20852,17789,20852
131283,Surry Telephone Membership Corporation,40,Cable,7324,7697,7324,7697
131283,Surry Telephone Membership Corporation,50,Fiber to the Premises,24325,29800,24325,29800
131285,Fiberhawk,10,Copper,436,450,436,450
131285,Fiberhawk,40,Cable,929,1024,929,1024
131285,Fiberhawk,50,Fiber to the Premises,4019,4496,4019,4496
131285,Fiberhawk,70,Unlicensed Fixed Wireless,2804,3090,2804,3090
131285,Fiberhawk,72,LBR Fixed Wireless,5220,5669,5220,5669
131286,"Sweetser Rural Telephone Company, Inc.",10,Copper,1044,1126,1044,1126
131286,"Sweetser Rural Telephone Company, Inc.",50,Fiber to the Premises,2199,2383,2199,2383
131286,"Sweetser Rural Telephone Company, Inc.",70,Unlicensed Fixed Wireless,4182,4387,0,0
131290,Sycamore Telephone Company,10,Copper,453,471,105,123
131290,Sycamore Telephone Company,50,Fiber to the Premises,2082,2202,489,607
131296,"Taylor Telephone Cooperative, Inc.",10,Copper,2956,3263,2956,3263
131296,"Taylor Telephone Cooperative, Inc.",50,Fiber to the Premises,13460,14664,13460,14664
131302,"Telapex, Inc.",10,Copper,11284,12562,11284,12562
131302,"Telapex, Inc.",40,Cable,8252,9794,8252,9794
131302,"Telapex, Inc.",50,Fiber to the Premises,275136,339776,319688,431087
131303,"TelAtlantic, Inc.",10,Copper,2247,2472,2247,2472
131303,"TelAtlantic, Inc.",50,Fiber to the Premises,2075,2294,2075,2294
131308,"Telefonica International Holding, BV",10,Copper,0,0,203,484
131308,"Telefonica International Holding, BV",50,Fiber to the Premises,0,0,197,731
131309,"TeleGuam Holdings, Inc.",10,Copper,32157,37468,32157,37468
131309,"TeleGuam Holdings, Inc.",50,Fiber to the Premises,3631,4381,3891,6163
131309,"TeleGuam Holdings, Inc.",72,LBR Fixed Wireless,4557,4817,4557,4817
131310,"Telephone & Data Systems, incl. UScellular",10,Copper,353123,414491,353122,414490
131310,"Telephone & Data Systems, incl. UScellular",40,Cable,310200,389656,310200,389656
131310,"Telephone & Data Systems, incl. UScellular",50,Fiber to the Premises,649737,823045,649737,823045
131310,"Telephone & Data Systems, incl. UScellular",71,Licensed Fixed Wireless,9280235,12091061,1372741,2894731
131311,Telephone Electronics Corporation,10,Copper,33020,36184,6880,8676
131311,Telephone Electronics Corporation,50,Fiber to the Premises,29904,33584,6730,13044
131315,Templeton Telephone Company,50,Fiber to the Premises,300,309,147,157
131320,Terral Telephone Company,50,Fiber to the Premises,382,383,110,110
131320,Terral Telephone Company,70,Unlicensed Fixed Wireless,119,123,75,77
131321,Terril Telephone Cooperative,50,Fiber to the Premises,471,490,471,490
131328,"Thacker-Grigsby Telephone Company, Inc.",40,Cable,14424,18739,14424,18739
131328,"Thacker-Grigsby Telephone Company, Inc.",50,Fiber to the Premises,15017,19218,15017,19218
131329,The Champaign Telephone Company,10,Copper,5769,6063,5419,5682
131329,The Champaign Telephone Company,50,Fiber to the Premises,2920,3040,2793,2899
131329,The Champaign Telephone Company,70,Unlicensed Fixed Wireless,229,231,229,231
131330,Champlain Telephone Company,10,Copper,2868,3503,2868,3503
131330,Champlain Telephone Company,50,Fiber to the Premises,1916,2153,1916,2153
131332,The Conneaut Telephone Company,10,Copper,9,10,1,2
131332,The Conneaut Telephone Company,40,Cable,1078,1233,62,84
131332,The Conneaut Telephone Company,50,Fiber to the Premises,4761,5268,624,913
131337,The Hancock Telephone Company,10,Copper,290,400,290,400
131337,The Hancock Telephone Company,50,Fiber to the Premises,1471,1754,1471,1754
131339,The Middleburgh Telephone Company,10,Copper,1237,1420,1237,1420
131339,The Middleburgh Telephone Company,50,Fiber to the Premises,9986,10885,9986,10885
131340,The Nebraska Central Telephone Co.,10,Copper,4389,4907,4389,4907
131340,The Nebraska Central Telephone Co.,50,Fiber to the Premises,5935,6164,5935,6164
131341,The North-Eastern Pennsylvania Telephone Company,10,Copper,12525,15200,12525,15200
131341,The North-Eastern Pennsylvania Telephone Company,50,Fiber to the Premises,14994,18811,14994,18811
131342,The Ottoville Mutual Telephone Company,50,Fiber to the Premises,1947,1962,1947,1962
131344,Ridgeville Telephone Company,50,Fiber to the Premises,2910,3690,2910,3690
131347,The Toledo Telephone Company,50,Fiber to the Premises,3113,3294,3113,3294
131347,The Toledo Telephone Company,70,Unlicensed Fixed Wireless,19,20,19,20
131349,Three River Telco,10,Copper,1134,1156,1134,1156
131349,Three River Telco,40,Cable,3271,3722,3271,3722
131349,Three River Telco,50,Fiber to the Premises,5178,5762,5178,5762
131354,Titonka Telephone Company,50,Fiber to the Premises,1045,1086,1045,1086
131357,Tohono O'Odham Utility Authority,10,Copper,197,206,197,206
131357,Tohono O'Odham Utility Authority,50,Fiber to the Premises,2608,2636,2608,2636
131358,"Tonica Technologies, Inc.",10,Copper,43,49,73,76
131358,"Tonica Technologies, Inc.",50,Fiber to the Premises,713,813,194,248
131359,"Totah Communications, Inc.",10,Copper,3013,3104,3013,3104
